attribute,group,n,prevalence,pr_auc,precision,recall,fpr,fnr,ece
demographic_group,group_c,1303,0.03760552570990023,0.931893690373556,0.5357142857142857,0.9183673469387755,0.03110047846889952,0.08163265306122448,0.003754931516651581
demographic_group,group_a,3695,0.0435723951285521,0.8887052338297137,0.49480968858131485,0.8881987577639752,0.041312959818902095,0.11180124223602485,0.0029197286787436736
demographic_group,group_b,2235,0.03445190156599553,0.8647406792618975,0.4093567251461988,0.9090909090909091,0.04680259499536608,0.09090909090909091,0.005381012915881602
service_region,R02,1237,0.03556992724333064,0.9286640283787146,0.42424242424242425,0.9545454545454546,0.04777870913663034,0.045454545454545456,0.006295394168786828
service_region,R00,1197,0.03759398496240601,0.8839894254594192,0.5263157894736842,0.8888888888888888,0.03125,0.1111111111111111,0.005113085398099369
service_region,R05,1318,0.04704097116843703,0.8582736076335966,0.46551724137931033,0.8709677419354839,0.04936305732484077,0.12903225806451613,0.006731163183438474
service_region,R01,1087,0.03403863845446182,0.8845600670639541,0.44594594594594594,0.8918918918918919,0.039047619047619046,0.10810810810810811,0.003945415360016859
service_region,R03,1213,0.036273701566364384,0.9287596347706641,0.5125,0.9318181818181818,0.033361847733105215,0.06818181818181818,0.0065066006549111535
service_region,R04,1181,0.04657070279424217,0.8692352911331399,0.48484848484848486,0.8727272727272727,0.0452930728241563,0.12727272727272726,0.008548058549576736
